0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0.0,0.0,0.13236847258285725,-0.22102122882023229,0.1693369740538398,-0.5218110285852149,0.08040600659605608,-0.7343069013573269,-0.035789462868582936,-0.7810720735015075,0.05515162017529283,-0.33732991918635863,0.052914667599833466,-0.6428252033283388,0.04388979595143396,-0.8345155004946746,0.02758638132364916,-1.0,-0.10027716397646823,-0.3019075844765252,-0.10563905295161753,-0.7296934954098112,-0.028260371716272766,-0.6900088778623104,0.011175871183462714,-0.5775283580815519,-0.2256334492085701,-0.2925234883972287,-0.16545179783133562,-0.6743508026136837,-0.08632412041882644,-0.6045944765193089,-0.06826667098737123,-0.49807573865770594,-0.3137578412390042,-0.29965521963175346,-0.23976709294764195,-0.6187154742938167,-0.17182467239542035,-0.5614456550540486,-0.16915044607652033,-0.46080373403718666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.17134702678018918,-0.2211997182261741,0.2304585570637403,-0.5885466464114703,0.10916244935660346,-0.8722594187312135,-0.04255822612219799,-0.9646280442794853,0.08348574460549718,-0.27044371593773475,0.026797054088379943,-0.6327835803178647,0.004156812582784035,-0.8414557795418192,-0.00789096442670313,-1.0,-0.11182996013393338,-0.22164469254609637,-0.15799805664276606,-0.7487495962149939,-0.08473556460495232,-0.8338468484012709,-0.024756139802369133,-0.7885923114145643,-0.26844820719457313,-0.2335705232405028,-0.22769712167777373,-0.7346889266259401,-0.14809497801723076,-0.7409961457180627,-0.11340384597920945,-0.6510080679163137,-0.37718306606765944,-0.276584361552662,-0.300954294780568,-0.6792679588651728,-0.23237038987793693,-0.6673652201325583,-0.21745998798699068,-0.5748798374741027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.1763865194508738,-0.23956684415023743,0.22873410310012204,-0.6086207142770831,0.11200716452144797,-0.8924118907767497,-0.03939827686777932,-1.0,0.054677261487456594,-0.26900679871561506,0.002240698041016391,-0.6955179997341592,0.004678579706674253,-0.8644340610269586,0.014440267642441825,-0.9727793224133519,-0.14264697320389885,-0.22614133067638928,-0.1574428854061049,-0.8024387604784696,-0.06896593391986765,-0.8274429073764252,-0.02060980821008899,-0.7283831272334204,-0.2955937698762741,-0.2500398212055334,-0.2443191617443995,-0.7779602534935556,-0.15878691975010958,-0.747851302675216,-0.13078821819603897,-0.6315324627960088,-0.4001737303077273,-0.30323051589607597,-0.32214407806494205,-0.7162555104309588,-0.24690699084606604,-0.6731986259761688,-0.23279064811346353,-0.5558062613215807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.17739773005543558,-0.23936496732924167,0.2217065803572121,-0.6204557617876783,0.10262119538299082,-0.9089831011790726,-0.05040781660496693,-1.0,0.05490260823123606,-0.2869685946310703,-0.009011744187463781,-0.7509271581149466,-0.008140819444890741,-0.9041085265305173,0.0030775998377819565,-0.9843698925970289,-0.14600870481523875,-0.2387932152081632,-0.17379934824690385,-0.8336345373738627,-0.08669690156888339,-0.8448213773242665,-0.035029789836773635,-0.7337693312605472,-0.3035800159337122,-0.26016743694382977,-0.26032270199415175,-0.7921944200981951,-0.17909387261229776,-0.755132472528751,-0.151364725775051,-0.6353373836135399,-0.4113950419340291,-0.3136027142713097,-0.32800538289109343,-0.7279044398325076,-0.25951659798623583,-0.6764232029420857,-0.2511820088665901,-0.5553023360949552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.1775867614996962,-0.2548009908530299,0.20918436079807107,-0.6152166322544106,0.08201728219241354,-0.8920333106973087,-0.0719404938319124,-1.0,0.023468975357892045,-0.2985852026382424,-0.04070140517476019,-0.7369813074091283,-0.005900854212087637,-0.8511853670472634,0.03550520032881804,-0.905869512024128,-0.1704528396297223,-0.2641767039565388,-0.1703332444388236,-0.8161978626827263,-0.08154330033239215,-0.786259749757373,-0.04755269749015058,-0.6574018425907343,-0.31604610050944804,-0.2930271879733976,-0.25233746738625396,-0.7796196048135002,-0.16874331572855467,-0.7122171298803773,-0.15257899468557462,-0.5826166328042736,-0.41277304131945114,-0.341827524489521,-0.30867147613457346,-0.7144754170023122,-0.24089784371245468,-0.6517454024584373,-0.24301797776904108,-0.5372029021766325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.16689722268671237,-0.2487184596107114,0.2087211524471151,-0.5889664828733433,0.08582764544031132,-0.8398573991109296,-0.04905468412377492,-0.9728026237781797,0.02429090451071814,-0.306605484265366,-0.050255330838840255,-0.6729742920989139,-0.03122712989243856,-0.8490776492406853,-0.013881680243050202,-1.0,-0.16209762183455995,-0.2725031000193276,-0.15998488536986324,-0.7551826242559411,-0.0775083553935993,-0.7888979132689514,-0.04069087541071184,-0.7282694617150327,-0.3011286024830558,-0.2943267474662364,-0.2527304329603176,-0.7348888987819259,-0.16727291679787004,-0.7175171179701225,-0.13600534006831985,-0.632383583687492,-0.3937490091882184,-0.34020839079136816,-0.31544569699944186,-0.6881041237314894,-0.24412489331807394,-0.6661634790577678,-0.2252810105085769,-0.5903913516518596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.16477004460799125,-0.21700505804742312,0.21359993564784088,-0.5622578891254267,0.10062261790071528,-0.8220315750648297,-0.02971848351661951,-0.9411699663738446,0.030425765399253762,-0.2955426713732702,-0.04876209528693073,-0.656442869837266,-0.035664870527598924,-0.8454918649131958,-0.01730540399408455,-1.0,-0.15201960050545502,-0.2589531421044716,-0.15757239550643293,-0.7334696063837772,-0.07709184199177466,-0.7848380717273685,-0.033167188900221065,-0.7396115787613124,-0.28884784077252723,-0.2801710605219681,-0.24762022110562498,-0.7021129945357161,-0.16784049273522772,-0.7004659881890113,-0.13543627508611003,-0.6305642624373595,-0.37968890358394713,-0.3263948505359227,-0.3085391441109031,-0.6516963600406451,-0.24210952941945582,-0.6414664651805586,-0.223889420822497,-0.5803687712315717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.11931095113923432,-0.21887648549082814,0.16100102115481846,-0.5098468177324574,0.07530270592459735,-0.70974126523705,-0.02722883545840264,-0.7466459722271215,0.0023887244247750793,-0.39518623638874795,-0.02125883335097064,-0.6896767940984668,-0.016363576339236855,-0.8559730773300916,-0.015307825265848476,-1.0,-0.13647453760861641,-0.35718824251929476,-0.11487109842431018,-0.7104515059998499,-0.047834183994189636,-0.6707058359585786,-0.02146053177835604,-0.5759322220925804,-0.23722618081766553,-0.34626374014006733,-0.16812796272830136,-0.6486309380062246,-0.10606623848713517,-0.5991343248212979,-0.09411063203965953,-0.5219297293532716,-0.29997609918859347,-0.3464615945391281,-0.2182028760567686,-0.5927808243586578,-0.16277605776353526,-0.5456191192019616,-0.15960563887298515,-0.4688825907122849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.12577627034334657,-0.20875213708527668,0.16798018093389322,-0.4969584888658118,0.08129891167286477,-0.7078819904352311,-0.025834573997034472,-0.7649283918376741,0.028063476507896513,-0.3769569019299136,-0.00718807719283104,-0.6833714870772608,-0.012924247243684912,-0.8531242104471888,-0.017990841709408373,-1.0,-0.11441645420518293,-0.34049635364356073,-0.09996814527794927,-0.6945224958603942,-0.035556180430899496,-0.6534911545724287,-0.002970168621219514,-0.5564419041096303,-0.21946140230843492,-0.3311584887266069,-0.15491162460706515,-0.631230898477168,-0.09832575942655004,-0.5768484149085668,-0.08600682150428067,-0.4937874011674187,-0.28896942665908465,-0.3369686693844104,-0.2024082216271986,-0.5734687518633156,-0.15137280395564653,-0.5228002551161862,-0.15296902018076686,-0.44549002794074416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
0.0,0.0,0.13332992422260384,-0.21241931110593137,0.17209056183730456,-0.5117031600078014,0.07676159850823656,-0.7135010298685669,-0.033895043787252464,-0.7598836462579857,0.029414283064013586,-0.37225372346245145,-0.005651909181290166,-0.6821816088782757,-0.006087165411638228,-0.8540440774232831,-0.007088254741438772,-1.0,-0.11885848702080191,-0.32956388752788734,-0.10988435979278949,-0.6940983536373626,-0.035730968837556665,-0.653498461143273,0.003439237754553541,-0.5491149789982923,-0.2258787181109404,-0.31887394694155197,-0.16242941951565257,-0.6293453080329748,-0.09749335223407747,-0.5708333135129221,-0.08165906355692343,-0.48028693612912127,-0.2939466085690773,-0.3288914998977267,-0.20527064375110005,-0.5735188206696762,-0.14964085414872919,-0.5222951084810746,-0.1518487686767735,-0.4426781815327679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,come
